"ʻaha mele","Musical concert","Playing-Music","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBaha-mele/d3d555c0cc2e10446cbebbe067e7e18b","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBaha+mele%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBaha+mele"
"ʻahaʻaina","Feast, banquet","Leisure-Activities","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBaha%CA%BBaina/d99286ff8d100ffa054ea8965bab3abb","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBaha%CA%BBaina%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBaha%CA%BBaina"
"ahiahi","Evening","Telling-Time","https://preview.duolingo.com/dictionary/Hawaiian/ahiahi/89d1670eadf0e4eb9a9f5e253ce70504","","https://translate.google.com/?sl=haw&tl=en&text=ahiahi%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=ahiahi"
"ʻai","Eat, poi","Sports","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBai/905b741b13236af17c59d4a2c7d6b471","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBai%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBai"
"ʻāʻī","Neck","Exercise","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BB%C4%81%CA%BB%C4%AB/89f88e98e423dee97597549250dbded9","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BB%C4%81%CA%BB%C4%AB%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BB%C4%81%CA%BB%C4%AB"
"aia","There is, is (location)","Household","https://preview.duolingo.com/dictionary/Hawaiian/aia/38f3d736f5d999776469caa76528c81a","","https://translate.google.com/?sl=haw&tl=en&text=aia%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=aia"
"ʻāina","Land","O-and-A-Class","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BB%C4%81ina/417c28b0250b093d4838b0091a587256","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BB%C4%81ina%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BB%C4%81ina"
"ʻaina kakahiaka","Breakfast","School-1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBaina-kakahiaka/c22f4e7479deb80d9d6d9b295d741af2","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBaina+kakahiaka%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBaina+kakahiaka"
"akahele","Slow, cautious","Home-Life","https://preview.duolingo.com/dictionary/Hawaiian/akahele/3bbe95c8af085f870a1290dbfa00d9cb","E akahele! = Be careful!","https://translate.google.com/?sl=haw&tl=en&text=akahele%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=akahele"
"akamai","Smart","Ohana","https://preview.duolingo.com/dictionary/Hawaiian/akamai/e66e1d1037c96a921cfb181e6890d765","","https://translate.google.com/?sl=haw&tl=en&text=akamai%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=akamai"
"ʻākau","Right (direction), north","Directions-2","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BB%C4%81kau/a14f42467dbeab561e1d948ecd97f06d","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BB%C4%81kau%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BB%C4%81kau"
"aku","Particle direction away from speaker","Social-Interactions","https://preview.duolingo.com/dictionary/Hawaiian/aku/3584d0644657aa18e08232172ec24318","","https://translate.google.com/?sl=haw&tl=en&text=aku%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=aku"
"akua","God, god","Polite-Expressions","https://preview.duolingo.com/dictionary/Hawaiian/akua/ba254c1d4d8c1aaa033b2ae94f2a74c9","","https://translate.google.com/?sl=haw&tl=en&text=akua%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=akua"
"alanui","Street, road, highway","Basic-Directions","https://preview.duolingo.com/dictionary/Hawaiian/alanui/8502c4e2322d36950a629b71790e5a80","","https://translate.google.com/?sl=haw&tl=en&text=alanui%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=alanui"
"aloha","Love, hello/goodbye","Sounds","https://preview.duolingo.com/dictionary/Hawaiian/aloha/a29750ab3ac5694d7731ccd4ecdda376","","https://translate.google.com/?sl=haw&tl=en&text=aloha%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=aloha"
"ana","To measure, evaluate; to have enough (or too much)","Social-Interactions","https://preview.duolingo.com/dictionary/Hawaiian/a-me/43786b1bf28e6c944189208e94a7fd89?query=ana","","https://translate.google.com/?sl=haw&tl=en&text=ana%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=ana"
"āna","Of his/hers (a-class)","O-and-A-Class","https://preview.duolingo.com/dictionary/Hawaiian/%C4%81na/3be89b4c7262af3b8b02987781dfbbfd","","https://translate.google.com/?sl=haw&tl=en&text=%C4%81na%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%C4%81na"
"ʻana","Nominalizing particle","Polite-Expressions","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBana/eadb97ac1905f011e551a6d531cd1454","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBana%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBana"
"ʻanakala","Uncle","Ohana","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBanakala/fd193d6214984f8ec0ecfc955961c0d1","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBanakala%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBanakala"
"ʻanakē","Aunty","Ohana","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBanak%C4%93/d0aa77f76f0f16dd7580c1688c9b90f3","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBanak%C4%93%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBanak%C4%93"
"anei","Particle indicating yes/no answer is expected","Sports","https://preview.duolingo.com/dictionary/Hawaiian/anei/cae9c80b15541e583d67d05e39f1e2fc","","https://translate.google.com/?sl=haw&tl=en&text=anei%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=anei"
"anilā","Weather","Weather","https://preview.duolingo.com/dictionary/Hawaiian/anil%C4%81/beed23131efec05dd411bfc3d454faba","","https://translate.google.com/?sl=haw&tl=en&text=anil%C4%81%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=anil%C4%81"
"anuanu","Cold, chilly (as a person)","Weather","https://preview.duolingo.com/dictionary/Hawaiian/anuanu/c2e4f018f42f4002a25747042d18bca3","","https://translate.google.com/?sl=haw&tl=en&text=anuanu%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=anuanu"
"aʻo","Instruction, teaching, doctrine","School-1","https://preview.duolingo.com/dictionary/Hawaiian/a%CA%BBo/12db8eda886212480b3ac1ec1952de5a","","https://translate.google.com/?sl=haw&tl=en&text=a%CA%BBo%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=a%CA%BBo"
"ʻaoʻao","Side, boundary; team","Basic-Directions","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBao%CA%BBao/0ea1201c091b8e73c4d1818448830322","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBao%CA%BBao%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBao%CA%BBao"
"ʻaʻohe","There is not","Numbers-2","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBa%CA%BBohe/be75b35ec1c328d2d3f115b99c9d3962","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBa%CA%BBohe%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBa%CA%BBohe"
"ʻaʻole","Not, no","Sounds","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBa%CA%BBole/9e3e6a95b1772df8f7d109a3ec08437f","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBa%CA%BBole%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBa%CA%BBole"
"ʻapōpō","Tomorrow","Dates","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBap%C5%8Dp%C5%8D/1432e9567243fd55516822a9ce70af4b","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBap%C5%8Dp%C5%8D%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBap%C5%8Dp%C5%8D"
"au","I","GreetingsandGoodbyes","https://preview.duolingo.com/dictionary/Hawaiian/au/fb62a5ebc8c8dcb64d4dc8628c2a800d","","https://translate.google.com/?sl=haw&tl=en&text=au%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=au"
"āu","Of yours (a-class)","O-and-A-Class","https://preview.duolingo.com/dictionary/Hawaiian/%C4%81u/4a0228804e19773161f31b71dd28ebac","","https://translate.google.com/?sl=haw&tl=en&text=%C4%81u%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%C4%81u"
"aʻu","Of mine (a-class)","O-and-A-Class","https://preview.duolingo.com/dictionary/Hawaiian/a%CA%BBu/63a911b73b21d624c036fe036f614b56","","https://translate.google.com/?sl=haw&tl=en&text=a%CA%BBu%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=a%CA%BBu"
"ʻauʻau","Bathe, wade","Habits","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBau%CA%BBau/d26ebbf04b099d858d054bfdf69b4aa3","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBau%CA%BBau%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBau%CA%BBau"
"auē","Wow!","Polite-Expressions","https://preview.duolingo.com/dictionary/Hawaiian/au%C4%93/d7ab055a33fc29f883a0cf73e36cd84f","","https://translate.google.com/?sl=haw&tl=en&text=au%C4%93%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=au%C4%93"
"ʻauinalā","Afternoon","Telling-Time","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBauinal%C4%81/ec79ed080088ae9ff30a48322fbd7abb","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBauinal%C4%81%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBauinal%C4%81"
"ʻawa","Kava","Likes-&-Dislikes","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBawa/2351e78ebbe0b72f8513f4ebeed8d375","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBawa%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBawa"
"awakea","Mid-day","Telling-Time","https://preview.duolingo.com/dictionary/Hawaiian/awakea/8129cbd46433f9b7d64e90e2326469e9","","https://translate.google.com/?sl=haw&tl=en&text=awakea%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=awakea"
"e","Vocative or suggestive particle","Sounds","https://preview.duolingo.com/dictionary/Hawaiian/e/fdb219b8359ed7a8030454b5dcc6952e","","https://translate.google.com/?sl=haw&tl=en&text=e%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=e"
"ʻeha","Pain, injury, suffering","Exercise","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBeha/73e77140f1d655b63fe9912811284579","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBeha%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBeha"
"ʻehā","Four","numbers1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBeh%C4%81/10459fd8a21d0337786a8df1e75132c6","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBeh%C4%81%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBeh%C4%81"
"ʻehia","How much, how many","numbers1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBehia/6d8111ddadc4eff56927809478cc3264","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBehia%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBehia"
"ʻehiku","Seven","numbers1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBehiku/4efb6c1beaaf248c5af626ca6f151047","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBehiku%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBehiku"
"ʻeiwa","Nine","numbers1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBeiwa/f351e77c1ae7443648bbaa1acdd76c2e","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBeiwa%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBeiwa"
"ʻekahi","One","Telling-Time","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBekahi/1b2bb4c2045fe461eca83a13e9a4a464","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBekahi%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBekahi"
"ʻeke","Bad","Determiners-2","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBeke/2e8018afa29b082e4079d664251ccee5","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBeke%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBeke"
"ʻeke hāʻawe","Backpack","School-1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBeke-h%C4%81%CA%BBawe/7a1a897a849f62102f6c4496781af88a","hāʻawe = carry burden on back","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBeke+h%C4%81%CA%BBawe%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBeke+h%C4%81%CA%BBawe"
"ʻeke kālā","Wallet, purse","Making-Purchases-2","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBeke-k%C4%81l%C4%81/2997c0e64de877976a78f623747fb9d9","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBeke+k%C4%81l%C4%81%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBeke+k%C4%81l%C4%81"
"ʻekolu","Three","numbers1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBekolu/220882c9be85caacf486fd8492ba5011","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBekolu%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBekolu"
"ʻeleʻele","Black","numbers1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBele%CA%BBele/77c856f32f4523eb2d303403da18cf7e","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBele%CA%BBele%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBele%CA%BBele"
"ʻeleu","Active, alert, quick","Home-Life","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBeleu/9ab59cf3060e14c6e56b674002556d41","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBeleu%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBeleu"
"ʻelima","Five","numbers1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBelima/798c87257c1d3b2f260944fcfca861eb","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBelima%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBelima"
"ʻelua","Two","numbers1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBelua/8eb1397913680f99c006b15997f2c371","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBelua%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBelua"
"emi","Cheap","Making-Purchases","https://preview.duolingo.com/dictionary/Hawaiian/emi/9cdee195f701590d493d4e94c30a78bc","Vs pipiʻi = expensive","https://translate.google.com/?sl=haw&tl=en&text=emi%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=emi"
"eo","To win, defeat","Sports","https://preview.duolingo.com/dictionary/Hawaiian/eo/676d68624f1e5fc442dbb3ee30463a9a","","https://translate.google.com/?sl=haw&tl=en&text=eo%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=eo"
"ʻeono","Six","numbers1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBeono/ddd3319497a66eaaf3d8f8e5d35cd39c","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBeono%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBeono"
"ʻewalu","Eight","numbers1","https://preview.duolingo.com/dictionary/Hawaiian/%CA%BBewalu/3845939787cb0858ab5f8490da69442b","","https://translate.google.com/?sl=haw&tl=en&text=%CA%BBewalu%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=%CA%BBewalu"
"hāʻawe","Carry burden on the back","School-1","https://preview.duolingo.com/dictionary/Hawaiian/h%C4%81%CA%BBawe/fc98b60bb04335e02eab78c19603e26a","","https://translate.google.com/?sl=haw&tl=en&text=h%C4%81%CA%BBawe%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=h%C4%81%CA%BBawe"
"hāʻawi","Give, present, allot","Making-Purchases-2","https://preview.duolingo.com/dictionary/Hawaiian/h%C4%81%CA%BBawi/4bdf8984df4ab44844bd24fc147247fb","","https://translate.google.com/?sl=haw&tl=en&text=h%C4%81%CA%BBawi%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=h%C4%81%CA%BBawi"
"haʻawina","Lesson","School-1","https://preview.duolingo.com/dictionary/Hawaiian/ha%CA%BBawina/55b87c157f2a4e06cc67be2bec03c86e","","https://translate.google.com/?sl=haw&tl=en&text=ha%CA%BBawina%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=ha%CA%BBawina"
"hae","Flag; wild, fierce","Determiners-2","https://preview.duolingo.com/dictionary/Hawaiian/hae/24be1ed5f0258007dd2e818e9e3d9a8e","","https://translate.google.com/?sl=haw&tl=en&text=hae%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hae"
"haku","Compose, invent","Playing-Music","https://preview.duolingo.com/dictionary/Hawaiian/haku/f588c501c44394c39abb56688b651f68","","https://translate.google.com/?sl=haw&tl=en&text=haku%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=haku"
"hala","Pine tree","Telling-Time","https://preview.duolingo.com/dictionary/Hawaiian/hala/853fca4955030b946c070207dce4b929","","https://translate.google.com/?sl=haw&tl=en&text=hala%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hala"
"hala kahiki","Pineapple","Likes-&-Dislikes","https://preview.duolingo.com/dictionary/Hawaiian/hala-kahiki/3c62eb2ecfb8cb246171287d3f4a0b95","","https://translate.google.com/?sl=haw&tl=en&text=hala+kahiki%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hala+kahiki"
"hālāwai","Meeting, horizon (earth meets sky)","Dates","https://preview.duolingo.com/dictionary/Hawaiian/h%C4%81l%C4%81wai/1b360424518561445a781f19aef38878","","https://translate.google.com/?sl=haw&tl=en&text=h%C4%81l%C4%81wai%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=h%C4%81l%C4%81wai"
"hale","House","Determiners","https://preview.duolingo.com/dictionary/Hawaiian/hale/f9302cc904f0f5dc583d346440a7f381","","https://translate.google.com/?sl=haw&tl=en&text=hale%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hale"
"hale kaʻa","Garage","Playing-Music","https://preview.duolingo.com/dictionary/Hawaiian/hale-ka%CA%BBa/dcc69dc773961d14b9148d5131898318","","https://translate.google.com/?sl=haw&tl=en&text=hale+ka%CA%BBa%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hale+ka%CA%BBa"
"hale kūʻai","Store","Basic-Directions","https://preview.duolingo.com/dictionary/Hawaiian/hale-k%C5%AB%CA%BBai/2866dbee232017c0bca912f3c027ba3d","","https://translate.google.com/?sl=haw&tl=en&text=hale+k%C5%AB%CA%BBai%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hale+k%C5%AB%CA%BBai"
"hamapuka","Pumpkin?","Ordering-Food","https://preview.duolingo.com/dictionary/Hawaiian/hamapuka/9f3cf7705381a7d034b997e2ad044256","","https://translate.google.com/?sl=haw&tl=en&text=hamapuka%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hamapuka"
"hamu lau","Vegetarian","Ordering-Food","https://preview.duolingo.com/dictionary/Hawaiian/hamu-lau/9c75ee7b6f75951279c7fd50125c0603","","https://translate.google.com/?sl=haw&tl=en&text=hamu+lau%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hamu+lau"
"hana","Work","Leisure-Activities","https://preview.duolingo.com/dictionary/Hawaiian/hana/72f8490a6c0b17b326ad91027a469bb4","","https://translate.google.com/?sl=haw&tl=en&text=hana%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hana"
"hānai","Adopt, feed","Habits","https://preview.duolingo.com/dictionary/Hawaiian/h%C4%81nai/f6588b6a7aa5a4847175e883e80659b2","","https://translate.google.com/?sl=haw&tl=en&text=h%C4%81nai%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=h%C4%81nai"
"hānau","Give birth","Dates","https://preview.duolingo.com/dictionary/Hawaiian/h%C4%81nau/e8d85f755988ed27cfa570be13c18d0b","","https://translate.google.com/?sl=haw&tl=en&text=h%C4%81nau%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=h%C4%81nau"
"hapahā","One-quarter","Telling-Time","https://preview.duolingo.com/dictionary/Hawaiian/hapah%C4%81/52c1f035e9d9515d92a236c78067d1f3","","https://translate.google.com/?sl=haw&tl=en&text=hapah%C4%81%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hapah%C4%81"
"hapalua","Half","Telling-Time","https://preview.duolingo.com/dictionary/Hawaiian/hapalua/3fc034aaeb7740b65f44b04e2a3e83ba","","https://translate.google.com/?sl=haw&tl=en&text=hapalua%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hapalua"
"haumāna","Student","PersonalDetail","https://preview.duolingo.com/dictionary/Hawaiian/haum%C4%81na/29818396c13df6e17b005e371a1485f8","","https://translate.google.com/?sl=haw&tl=en&text=haum%C4%81na%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=haum%C4%81na"
"hauʻoli","Happy","GreetingsandGoodbyes","https://preview.duolingo.com/dictionary/Hawaiian/hau%CA%BBoli/143cb6b19a13bd0e9af7d921eb4f4b4c","","https://translate.google.com/?sl=haw&tl=en&text=hau%CA%BBoli%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hau%CA%BBoli"
"hawaiʻi","Hawai'i","Ohana","https://preview.duolingo.com/dictionary/Hawaiian/hawai%CA%BBi/fc1bd6cf06534a68ce5118bdeb7a1416","","https://translate.google.com/?sl=haw&tl=en&text=hawai%CA%BBi%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hawai%CA%BBi"
"he","A","PersonalDetail","https://preview.duolingo.com/dictionary/Hawaiian/he/38785c716073f2ffc4bf407be0af1956","","https://translate.google.com/?sl=haw&tl=en&text=he%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=he"
"hea","Which","Likes-&-Dislikes","https://preview.duolingo.com/dictionary/Hawaiian/hea/b61e4d16221526a9f2e16f343d949e54","Ka mea hea? = Which thing?","https://translate.google.com/?sl=haw&tl=en&text=hea%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hea"
"hea (locative)","Where? (with ""aia I"")","","https://preview.duolingo.com/dictionary/hw/translation/en/aGVhIChsb2NhdGl2ZSk=","","https://translate.google.com/?sl=haw&tl=en&text=hea+%28locative%29%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hea+%28locative%29"
"heʻe nalu","Surf","Likes-&-Dislikes","https://preview.duolingo.com/dictionary/Hawaiian/he%CA%BBe-nalu/7f345bdc9873728a42f18470a18b211b","","https://translate.google.com/?sl=haw&tl=en&text=he%CA%BBe+nalu%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=he%CA%BBe+nalu"
"hele","Go, come, walk","Sounds","https://preview.duolingo.com/dictionary/Hawaiian/hele/9896e3d518e39d7147de36bf69294e02","","https://translate.google.com/?sl=haw&tl=en&text=hele%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hele"
"hele mālie","Walk","Exercise","https://preview.duolingo.com/dictionary/Hawaiian/hele-m%C4%81lie/ddec030693a5d2298d04c5eb0189fdfa","hele (go) + mālie (gently)","https://translate.google.com/?sl=haw&tl=en&text=hele+m%C4%81lie%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hele+m%C4%81lie"
"helu","Count","Sports","https://preview.duolingo.com/dictionary/Hawaiian/helu/8a0913817cf2d8740033ecf2b8118a4d","","https://translate.google.com/?sl=haw&tl=en&text=helu%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=helu"
"heluhelu","Read","School-2","https://preview.duolingo.com/dictionary/Hawaiian/heluhelu/32644f9daa7971f947a0ff13db0c99ac","","https://translate.google.com/?sl=haw&tl=en&text=heluhelu%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=heluhelu"
"hema","Left side, south","Basic-Directions","https://preview.duolingo.com/dictionary/Hawaiian/hema/aa82159b6cab2cd0c5f0b9a1b2a7565b","","https://translate.google.com/?sl=haw&tl=en&text=hema%0A&op=translate","https://hilo.hawaii.edu/wehe/?q=hema"
